user_name,user_id,video_id,video_desc,video_time,video_length,video_link,n_likes,n_shares,n_comments,n_plays
pop_it_toyz8,6943963799196156933,6957075805696445701,#reply to @kendra_runyon_8,1619820441,15,https://www.tiktok.com/@pop_it_toyz8/video/6957075805696445701?lang=en,1300000,14000,58000,6000000
spicekingcam,6770811947673404422,6932953172717686022,Reply to @therussiansoldier1 indeed,1614203962,52,https://www.tiktok.com/@spicekingcam/video/6932953172717686022?lang=en,2700000,4498,24900,16900000
daveyrz,59662663324037120,6951516844217912581,I should make a mold next if it works #slime #lego ￼￼,1618526145,34,https://www.tiktok.com/@daveyrz/video/6951516844217912581?lang=en,129800,77,315,947900
bobbymoore44,6750751329449624582,6959960675502394630,WHAT HAPPENS WHEN YOU EAT A BEE! 😱 #fyp #facts,1620492127,20,https://www.tiktok.com/@bobbymoore44/video/6959960675502394630?lang=en,117700,499,1072,947500
haolin10,6930138862036714502,6958486242346437893,How do you solve constipation? #health #care #foryou #constipation #laxative #fypシ,1620148834,8,https://www.tiktok.com/@haolin10/video/6958486242346437893?lang=en,115300,19600,2369,10500000
treeofhopecreations,6880975233298416646,6954847853063851270,Bengi’s Piece Part 2 @lkaycreates #pets #furever #petashes #furbaby #dog #doglover #memorialart #mansbestfriend,1619301705,20,https://www.tiktok.com/@treeofhopecreations/video/6954847853063851270?lang=en,1700000,46000,7899,13700000
asmrplayroom,6894062436094149638,6945129295136263430,I promise I won’t eat this one. #asmr #satisfying #cake #fyp,1617038927,58,https://www.tiktok.com/@asmrplayroom/video/6945129295136263430?lang=en,22000,167,193,279000
pinuppixie,6601922002356273157,6959612228014296326,@jake_xb  😂😂😂,1620410998,8,https://www.tiktok.com/@pinuppixie/video/6959612228014296326?lang=en,923400,814,2715,4400000
eduard_martirosyan,6804223152480306181,6954784765492972806,Can you locate the blinker for me?🤔 #drivingtest #russian #pov #tiktokrussia,1619287022,27,https://www.tiktok.com/@eduard_martirosyan/video/6954784765492972806?lang=en,1400000,39200,7050,8000000
emmanortss,6753398144526173189,6948855897636556038,if only it was this easy to put on💀#satisfying #animals #magic #art #trippy,1617906594,14,https://www.tiktok.com/@emmanortss/video/6948855897636556038?lang=en,44900,246,107,552300
jen.eats,6850558721099432966,6951171438925729029,Part 5/10 Samyang fire noodles & hot dogs ❤️,1618445724,59,https://www.tiktok.com/@jen.eats/video/6951171438925729029?lang=en,9764,75,58,259200
bingodabqueen,6694953855053431814,6956019301346200838,So satisfying. 🤤Who’s joining me LIVE tomorrow night to play some BINGOOOO🤪. #fyp #bingo #bingoobsessed #fypシ,1619574455,49,https://www.tiktok.com/@bingodabqueen/video/6956019301346200838?lang=en,17000,39,114,316900
danirazooqi,6779379165990650886,6951781446663163142,Regulars always make our day better #rolledicecream #regularcustomer #regulars #icecream #berry,1618587752,14,https://www.tiktok.com/@danirazooqi/video/6951781446663163142?lang=en,37500,57,42,280500
spicekingcam,6770811947673404422,6954887952237366534,Reply to @thetylerwillard 🌮 #spiceking,1619311042,43,https://www.tiktok.com/@spicekingcam/video/6954887952237366534?lang=en,619400,1824,12500,4000000
chefbob8,6883982518971696129,6955986408926383365,#kitchenhacksthatwork #foodontiktok #lowcarb #TipsandTricks #fypシ,1619566797,10,https://www.tiktok.com/@chefbob8/video/6955986408926383365?lang=en,27800,4725,198,792700
gabriellagomez00,6807272034726478853,6953079449982078213,Hey everybody! I decided to take some time off but now I’m back! #fyp #foryou #resinart #resin #OneStepCloser #diy #diyresin #etsy #estyshop,1618889970,49,https://www.tiktok.com/@gabriellagomez00/video/6953079449982078213?lang=en,46800,47,165,288300
ricoexotic,6907324940178195461,6946724362242329861,😂😂😂😂😂😂 this was so random he want a real tree ! I’m gone get him a tree he deserves it ❤️✅#fyp #foryourepage  #pet #zoo #lemur #monkey #primate,1617410309,5,https://www.tiktok.com/@ricoexotic/video/6946724362242329861?lang=en,33300,287,234,325000
rebecca09200,6906756746846962693,6950198407705283842,#fyp #foryou #JustAddBriskZero #TheChallengeAllStars #😱😱,1618219172,54,https://www.tiktok.com/@rebecca09200/video/6950198407705283842?lang=en,8656,124,157,490600
jennymartinezzz,6780135821942588422,6947007551804378374,I lost 8lbs!!!!! #egg #snack #fyp #foryoupage #foryou #jennymartinezzz,1617476243,55,https://www.tiktok.com/@jennymartinezzz/video/6947007551804378374?lang=en,148200,5484,700,1000000
therealtiktokdoc,6745404130636022789,6954029435427261701,There are no shortcuts people #learnontiktok #brownsanatomy #cap #weightloss,1619111153,45,https://www.tiktok.com/@therealtiktokdoc/video/6954029435427261701?lang=en,33300,355,247,777700
highindubai,6810809716563166214,6955139160227319045,#stitch with @bestfetchdog #greenscreen #thrifting #bargins #espressomachine #shopping #actrich,1619369530,53,https://www.tiktok.com/@highindubai/video/6955139160227319045?lang=en,304800,25600,1,1800000
ponchirelli,6757285604431856645,6954479569348889862,Our resident track star practicing his long jump,1619215958,44,https://www.tiktok.com/@ponchirelli/video/6954479569348889862?lang=en,902700,33300,9681,4500000
nailssbykayla,6910051907650323462,6945325402827083013,Selena nails 😍🌹 #fyp#foryou#art#nails #selenaquintanilla#smallbusiness#viral #comedy#nailtech#acrylicnails#fypシ#foryoupage#coffinnails#gaming,1617084595,30,https://www.tiktok.com/@nailssbykayla/video/6945325402827083013?lang=en,570000,11100,5994,2400000
amyywoahh,6757815847807566853,6952186195346607366,When mom will trade you her food to make you happy #kids #mcdonalds #relatable #car,1618681989,34,https://www.tiktok.com/@amyywoahh/video/6952186195346607366?lang=en,1900000,4220,5251,13000000
pita_street_life,6955958257715659782,6960030463138221318,Pitas life #pitaslife #pitaslife #thankyouall #and #thankful she cracks me up 💜,1620508375,11,https://www.tiktok.com/@pita_street_life/video/6960030463138221318?lang=en,93800,593,1012,608400
casadeflores209,6806859759041414150,6952986334764092678,Corazón con rosas eternas💗#casadeflores209 #floreria #roses #flowershop #heartbox,1618868287,25,https://www.tiktok.com/@casadeflores209/video/6952986334764092678?lang=en,124000,1173,583,614400
arnienegrete,1596822,6957856622685261061,I’m a trained professional 😂 what else should I do @scottsreality,1620002240,33,https://www.tiktok.com/@arnienegrete/video/6957856622685261061?lang=en,76900,132,337,1100000
anthonyriveras,6568742308991385606,6959348856714792197,Money Toothpase Challenge! 8,1620349678,11,https://www.tiktok.com/@anthonyriveras/video/6959348856714792197?lang=en,31600,30,133,1100000
akbroista,107078185325838336,6955603189034913030,Just some vibes #pov #coffee #redbull,1619477571,46,https://www.tiktok.com/@akbroista/video/6955603189034913030?lang=en,579800,6717,5630,8400000
whaleuckbb,6924272833845789702,6950186457441111302,Whales feeding next to my boat#tiktok #whale,1618216396,10,https://www.tiktok.com/@whaleuckbb/video/6950186457441111302?lang=en,35800,201,192,708600
kotuslmrskf,6930116660885341185,6952035816059243778,,1618646977,17,https://www.tiktok.com/@kotuslmrskf/video/6952035816059243778?lang=en,17000,62,43,821800
taymarieesk,6733271430262391814,6953024230996888838,Exploring more textures ☺️ #babiesoftiktok #babysensory #baby #momsoftiktok #sensoryplay #babyjumper #babyactivities #OneStepCloser,1618877111,12,https://www.tiktok.com/@taymarieesk/video/6953024230996888838?lang=en,1800000,55100,7308,8100000
tiktokmomma7,10496976,6938162551318416645,Ion know where she got it from🤷‍♀️😜 @tiktokstexan,1615416856,9,https://www.tiktok.com/@tiktokmomma7/video/6938162551318416645?lang=en,894600,60300,8580,6600000
paulcuffaro,6718575433057879046,6955309851274759430,HAND FEEDING SHARKS🦈 #fish #animals #feeding #foryou #fyp,1619409277,6,https://www.tiktok.com/@paulcuffaro/video/6955309851274759430?lang=en,22700,42,80,329300
celinaspookyboo,248744033697562624,6957146752881315078,#stitch with @treyyeo,1619836961,10,https://www.tiktok.com/@celinaspookyboo/video/6957146752881315078?lang=en,335100,249,707,2900000
jhono.official,6793180791700128774,6951948747249126662,Laughing in ✨Spanish✨ be like,1618626706,49,https://www.tiktok.com/@jhono.official/video/6951948747249126662?lang=en,4500000,158300,43600,17700000
rebecacoss1,6920426737198597125,6947381287879527685,Ensalada de nopales 🥗😋 #fyp #comida #cojena #easter #nopales,1617563260,57,https://www.tiktok.com/@rebecacoss1/video/6947381287879527685?lang=en,11300,592,134,300000
alexajanestudios,6748216862935155717,6951806784201936134,Reply to @poorunfortunatetrolls #asmr #satisfying #oddlysatisfying #relax,1618593652,59,https://www.tiktok.com/@alexajanestudios/video/6951806784201936134?lang=en,29800,42,1826,382800
miyaevarenae,6623756337799806982,6946304589201198341,Clean with me ✨asmr✨ #cleaning #asmr #cleaningtiktok #cleaningasmr #satisfyingvideos #fyp,1617312571,59,https://www.tiktok.com/@miyaevarenae/video/6946304589201198341?lang=en,109000,256,411,556800
d_shaba,6690913752604607494,6953746953817656582,Magic potion! Link in bio to order !!!,1619045383,36,https://www.tiktok.com/@d_shaba/video/6953746953817656582?lang=en,56900,50,140,284700
kiddo10004,6954926112351650822,6959505214810443014,Comparisons are risky🤣#devilandangel #greatmovie #interestingmovie #foryou #foryoupage,1620386086,29,https://www.tiktok.com/@kiddo10004/video/6959505214810443014?lang=en,176600,612,200,4100000
keatonwolfdesign,6825402549634679813,6954071111713803525,Puzzle Coffee Table Done!! #puzzle #coffeetable #coffeetabledecor #diy #buildlikeagirl #buildlikeachick #interiordesigner #puzzlechallenge,1619120856,26,https://www.tiktok.com/@keatonwolfdesign/video/6954071111713803525?lang=en,431000,58200,2903,3000000
kaitlinthekeeper,213964135280214017,6949263026084121862,Mogie is finally waking up after a long hibernation!! #bears #blackbear #JustAddBriskZero #AerieREAL #GetCrocd,1618001392,40,https://www.tiktok.com/@kaitlinthekeeper/video/6949263026084121862?lang=en,41200,728,694,188700
yxge0,6955750135285007366,6959768652325473541,#funny #laugh #joke #tik_tok #thankyou #foryou #shit #MillionActsofLove #MakeMomEpic,1620447422,8,https://www.tiktok.com/@yxge0/video/6959768652325473541?lang=en,28900,12200,465,618500
zijuan123,6912762574825358337,6929987722622897410,Follow me.I well show you more#lv #socute #luxury #luxurybag #lvbag,1613513513,54,https://www.tiktok.com/@zijuan123/video/6929987722622897410?lang=en,8995,1035,231,306000
drinkowithrico,6923990381210764293,6958498304065834245,Reply to @aj_22.4 Random Vodka & Soda!🍹 #fypシ #vodka #mtndew #drinkingthecomments #bartender #alcoholicdrinks #foryoupage #21,1620151642,59,https://www.tiktok.com/@drinkowithrico/video/6958498304065834245?lang=en,627100,6055,4855,3600000
lukedidthat,6589793455214510085,6957841726878829829,#duet with @spicekingcam who won? #fyp,1619998772,18,https://www.tiktok.com/@lukedidthat/video/6957841726878829829?lang=en,186700,205,2629,1100000
kassandra_cross,6902612904701592581,6958061922566556933,These roll ups are quickly becoming a new lunch favorite of mine! So good! 😋 #foodtiktok #lunch #healthy #simplerecipe #learnontiktok #lowcarb,1620050040,15,https://www.tiktok.com/@kassandra_cross/video/6958061922566556933?lang=en,13300,1989,44,192200
chrisyoungmusic,6789263481058477062,6954119410822974726,When you’re sitting at lunch in LA and someone pulls up cranking your song... #chrisyoung #countrymusic #tomorrow,1619132102,18,https://www.tiktok.com/@chrisyoungmusic/video/6954119410822974726?lang=en,667700,2083,5617,2600000
lawandmusic,6660206414999109638,6959177168739978502,Lets see👩🏽‍🦯 #IMSOOVERIT #OVERIT #MakeMomEpic #catchingcheaters #cheatersgettingcaugh #cheatersgetcaught #cheatingscandal #loyaltycheck #viral,1620309704,60,https://www.tiktok.com/@lawandmusic/video/6959177168739978502?lang=en,2300000,5244,6901,11000000
hiddenmoviedetails,6907445545183380485,6959735851983097093,Did you know this about Titanic? #titanic #titanicmovie #titanicmoviescene #titanicmovie1997 #moviedetails #eastereggs #movietok #thetitanic,1620439782,24,https://www.tiktok.com/@hiddenmoviedetails/video/6959735851983097093?lang=en,110400,711,579,746300
kyleweaverr,6684795445522318342,6956030217504722181,Big country is the scariest dude on the field... #baseball #country #softball #pitcher #infield #softballgirls #baseballboys #fyp,1619576998,15,https://www.tiktok.com/@kyleweaverr/video/6956030217504722181?lang=en,595300,11300,2390,3600000
el.khaleifa,6932074415824749573,6958102302242655493,Kanye West💪😎 #khaleifawy,1620059441,61,https://www.tiktok.com/@el.khaleifa/video/6958102302242655493?lang=en,1500000,3643,7946,12200000
noellelovessloths,6758979141146510341,6958166222991133958,Bosco sticks!! #schoollunch #bussin #middleschool #teacherlife #noellelovessloths,1620074324,23,https://www.tiktok.com/@noellelovessloths/video/6958166222991133958?lang=en,572900,1246,9032,3800000
swagboyq,676286,6930715243547086086,WARNING: cuteness overload ⚠️🥺 HIS WHOLE DAY WAS MADE,1613682903,39,https://www.tiktok.com/@swagboyq/video/6930715243547086086?lang=en,4500000,13300,24600,27000000
fxxkmin17,6900065928828224518,6959116998114544902,Lion’s beloved toy😂😂😂#animals #lion,1620295700,15,https://www.tiktok.com/@fxxkmin17/video/6959116998114544902?lang=en,29500,86,138,342900
freddsters,6795971310297367558,6957428646592220421,Reply to @m.e.leee Jalapeño Tacos @ Home! #fyp #foryou #cooking #tacos #mexican #parati #viral #recipe #learnontiktok #foodie,1619902593,29,https://www.tiktok.com/@freddsters/video/6957428646592220421?lang=en,225600,52900,1886,2000000
goodvibeskate,6917275901088875525,6954225229136809222,I found the beach,1619156747,12,https://www.tiktok.com/@goodvibeskate/video/6954225229136809222?lang=en,20100,87,119,93900
will.hartzell1,6772638878756668422,6959693995886791942,#farmhoops #farmworkouts,1620430036,12,https://www.tiktok.com/@will.hartzell1/video/6959693995886791942?lang=en,104600,1324,1225,1000000
thehomeprojectguy,6921723746890843141,6958960977593339142,Hope you had the best day buddy! Follow us on insta “jlower12”. #dogperson #partyanimal #dogbirthday #goldenretriever #dog #dogtiktok #birthday #fyp,1620259367,59,https://www.tiktok.com/@thehomeprojectguy/video/6958960977593339142?lang=en,195400,11900,6820,877600
unapologetic_angy,6751580649683518469,6952254848175721733,#fyp #WidenTheScreen #rescuepuppies #GodzillaVsKongRoar #rescuedogsoftiktok #adidasdog,1618697974,8,https://www.tiktok.com/@unapologetic_angy/video/6952254848175721733?lang=en,45600,11200,1204,711400
kurlyheadmarr,59247023639515136,6957356670414621958,so sad🥺 #fyp #foryoupage #foryourpage #xyzbca #trending #viral #foryou #ShadowAndBone #SkipTheRinse,1619885835,13,https://www.tiktok.com/@kurlyheadmarr/video/6957356670414621958?lang=en,1200000,1597,6137,9600000
chino_frappuccino,6919586585256788998,6931089008055323910,Recipe Below! #nokneadbread  #noknead #easybread #easybreadrecipe #breadtok,1613769926,16,https://www.tiktok.com/@chino_frappuccino/video/6931089008055323910?lang=en,1100000,98900,4730,10800000
itsavage,91752822198640640,6956640158821190918,Magic Bubbles 🔥 #foryou #foryoupage,1619719009,27,https://www.tiktok.com/@itsavage/video/6956640158821190918?lang=en,103500,535,1269,763500
dermdoctor,6765585846651094022,6957521474999553286,#duet with @mohamadnurmaktabi yeah... noooo! #dermdoctor #dermatologist #skincare #toothpaste #lemon,1619924207,13,https://www.tiktok.com/@dermdoctor/video/6957521474999553286?lang=en,102100,154,483,1200000
peachyslime,6754423370559439877,6949218968410361093,help me name this new slime! 👀 Peachybbies.com is restocking TONIGHT AT 7PM EST ✨ #slime #slimes #satisfy #sosatisfy #mix #mixing,1617991128,7,https://www.tiktok.com/@peachyslime/video/6949218968410361093?lang=en,42700,82,962,353600
cambooooooo,6741500117617312773,6956413910140341510,Gasp at your dog challenge #dog,1619666334,12,https://www.tiktok.com/@cambooooooo/video/6956413910140341510?lang=en,849900,22600,6668,4000000
foodies,6767621542903940102,6957793856737873158,they had ENOUGH lmao #foodies (via: @evilheroyt ),1620154800,17,https://www.tiktok.com/@foodies/video/6957793856737873158?lang=en,312000,1009,574,1500000
rosiebagenben,6578324143308767233,6959483159448734978,wow watch till the end subrang Ganda ng filters 😆😆😆#foryou #rosiebagenben #tiktokactorsph,1620380946,22,https://www.tiktok.com/@rosiebagenben/video/6959483159448734978?lang=en,1600000,41600,45500,27300000
manhattanwellnessgroup,6866249669639750661,6954052337337945345,7 years baby back adjustment chiropractic care #back #baby #kid #chiropractor #backpain #safe #painrelief,1619116486,11,https://www.tiktok.com/@manhattanwellnessgroup/video/6954052337337945345?lang=en,3018,46,29,94400
nickyandgabe,6810910767659959302,6948950234269568262,I guess it’s his sweatshirt now 🥰💙 #foryou #fyp #makemydayeveryday #nickyandgabe,1617928560,37,https://www.tiktok.com/@nickyandgabe/video/6948950234269568262?lang=en,55200,307,1399,393700
patulafamilymcdonalds,6773467345425335301,6954891636128222470,Answer to @yourmomsbestfriend224 #mcdonalds #fyp,1619311900,38,https://www.tiktok.com/@patulafamilymcdonalds/video/6954891636128222470?lang=en,32500,87,284,332100
travelingreverend,6824832432329966598,6959594240481496326,Thank you for the 15k 🌹 #voiceover #fyp #fypシ #witchtok #highpriestess #spirituality #plantmedicine #MillionActsofLove,1620406810,12,https://www.tiktok.com/@travelingreverend/video/6959594240481496326?lang=en,27500,2095,262,227100
juliusdein,6624551137796800518,6959984876129012998,MIND BLOWING MAGIC 🤯🎩,1620497761,37,https://www.tiktok.com/@juliusdein/video/6959984876129012998?lang=en,11700,21,53,119800
thereptilezoo,6700343527676740613,6952481072986770693,She’s so awesome 🤩 can’t wait for her to get big like her brothers 🐊 #albino #alligator #albinoalligator,1618750648,32,https://www.tiktok.com/@thereptilezoo/video/6952481072986770693?lang=en,254400,3554,2150,1700000
imagenes_3ddy,6780483783025492997,6952975602580311301,#foryou #fypシ #parati #trending #viral #comedy,1618865788,13,https://www.tiktok.com/@imagenes_3ddy/video/6952975602580311301?lang=en,8187,2499,226,230800
vandersports,6828399734559982598,6951848679938477318,Reply to @karrarhawat c #coinpusher #coinrace #arcade #clawmachine #funmoney #funtok #vandersports #vanderolympics #fypyes #trending,1618603405,54,https://www.tiktok.com/@vandersports/video/6951848679938477318?lang=en,214800,118,423,993800
yellowgooseforge,6604186582503604229,6948143729190472965,Reply to @chicken_lane Check this one out!! Came out crazy! #blacksmith #knife #weapon #art #skyrim #gamer #elven #foryou #therapy #forme,1617740779,55,https://www.tiktok.com/@yellowgooseforge/video/6948143729190472965?lang=en,115800,2252,3254,761400
jamiepchapman,6741034984179598337,6959687105169689861,Does anyone else’s husband get hangry or is it just mine. 🤣🤣 #ringring #answerthecall #fyp #foryou #lelandbchapman #husbandwife #hangry #lol,1620428432,63,https://www.tiktok.com/@jamiepchapman/video/6959687105169689861?lang=en,74100,889,1338,804500
itsaboutamanda,6702800570040845317,6958256144146058502,Tiny wand + EXTRA LONG HAIR = Floof #🤣 #verifyitsaboutamanda #IFeelWeightless ##longhairdontcare #hairtutorials,1620095261,149,https://www.tiktok.com/@itsaboutamanda/video/6958256144146058502?lang=en,584100,1218,1926,2500000
realwoahvicky,6703972501401306117,6949005379175009542,@mr.clankclank305,1617941403,15,https://www.tiktok.com/@realwoahvicky/video/6949005379175009542?lang=en,87000,89,356,962200
djlemay2,6798608364106204165,6957748037515037957,Reply to @pinkcloudy72 #loop #shake #delivery #icecream,1619976956,50,https://www.tiktok.com/@djlemay2/video/6957748037515037957?lang=en,335800,191,745,1900000
caseyvanarsdale,6701408630577644549,6945507703238233350,🦀 Crab Nebula #artistomg #spraypaint #galaxy,1617127032,58,https://www.tiktok.com/@caseyvanarsdale/video/6945507703238233350?lang=en,35000,35,375,302000
rachels_minis,6580191653717786630,6950048314586926342,THE BALL IS STUCK IN THE MAILBOX EPISODE 2!! @minibrands @thedjmode4 #minibrands #mail #foryou #zuru,1618184226,59,https://www.tiktok.com/@rachels_minis/video/6950048314586926342?lang=en,18000,23,111,251200
warren3124,6946490030165492742,6959527082124791046,Mickey decompression phone case#foryou #fpy #phonecase #tiktok #foryoupage,1620391175,16,https://www.tiktok.com/@warren3124/video/6959527082124791046?lang=en,170500,2604,4405,1600000
cgdstwirls,6949365702105269253,6949380633068080389,what should I do? #ipad  #oldipad #fyp,1618028772,15,https://www.tiktok.com/@cgdstwirls/video/6949380633068080389?lang=en,134400,1129,7159,1600000
thania_ainaht,6804336248791548933,6953453734168907014,#curly #curls #curlyhairturorial #sosatisfying #foryou #fyp #parati,1618977115,23,https://www.tiktok.com/@thania_ainaht/video/6953453734168907014?lang=en,616100,21400,2791,6700000
farahleahtheg,6769765536207209478,6960005313047170309,This was 5 months ago 😂 #farahleahtheg #dramatic #frightened #cryingbaby #hushbaby #babytiktok #fyp #babytantrum #kidsoftiktok,1620502519,11,https://www.tiktok.com/@farahleahtheg/video/6960005313047170309?lang=en,186000,1726,2078,754900
slimelucky7,6937140525893370886,6958828617745042694,Who makes you smile?Tag them💌#foryou #loveyou #fyp #❤️,1620228550,8,https://www.tiktok.com/@slimelucky7/video/6958828617745042694?lang=en,318600,30700,115300,5700000
thegoldenpuppyviolet,6934580292209116166,6955935525014375685,i swear this is the truth 💀 #TikTokGGT #momvsdad #badpuppy #goldenretriever #goldenpuppy #goldenretrieverpuppy,1619554948,16,https://www.tiktok.com/@thegoldenpuppyviolet/video/6955935525014375685?lang=en,395400,53200,2047,3000000
tulasishrestha22,6721777146442220550,6955377433520426242,#FYI#easy way👌,1619425008,22,https://www.tiktok.com/@tulasishrestha22/video/6955377433520426242?lang=en,640200,85400,6399,22900000
hoodskiiz,6924838477097206789,6955579683194850565,We’re so close to 60k on IG! Follow @hoodskiiz for a SKIN REVEAL💗🖤💙💚|#hoodskiiz,1619472098,14,https://www.tiktok.com/@hoodskiiz/video/6955579683194850565?lang=en,125400,311,1596,879400
arnienegrete,1596822,6945548213977992453,this is a new way to wash dishes,1617136464,35,https://www.tiktok.com/@arnienegrete/video/6945548213977992453?lang=en,25400,105,355,152100
bijouxdemimi,6835532213179745285,6959226878976740614,🌈Rainbow mood BTS🌈 #bijouxdemimi #photography  #techtoktips  #jewellery #fyp,1620321277,13,https://www.tiktok.com/@bijouxdemimi/video/6959226878976740614?lang=en,659000,7420,3655,6700000
makeupjackyluvv,6657752833749811206,6948888010075147525,Reply to @tantan.22 This drink helps  PCOS + Cramps + Pain + Skin + Heart Health + more 💕  #jackydetoxes,1617914071,53,https://www.tiktok.com/@makeupjackyluvv/video/6948888010075147525?lang=en,18500,658,173,121500
nathan_fox_was_here,6806407646964171782,6954452571197050118,Reply to @natalia._bella did I Finally get Gold? #minibrands,1619209671,42,https://www.tiktok.com/@nathan_fox_was_here/video/6954452571197050118?lang=en,51300,65,291,382000
darswishmemes_,6901740193297990662,6959384110410337541,#greenscreenvideo #dogs 😂😭,1620357888,21,https://www.tiktok.com/@darswishmemes_/video/6959384110410337541?lang=en,340300,12400,1151,2400000
thekiryalife,319561313125269504,6959652971168763138,Always a step ahead😂☝️ #thekiryalife #funny #юмор,1620420486,13,https://www.tiktok.com/@thekiryalife/video/6959652971168763138?lang=en,175000,85,140,945900
talk2medc,6853226422619177990,6927562881500286214,So i was scrolling while eating my grapes 🍇..and I heard this..🔥🔥🔥#duet  #tiktok #savage #trending #foryou #Talk2Me😎,1612948963,49,https://www.tiktok.com/@talk2medc/video/6927562881500286214?lang=en,399800,74300,6552,2700000
foodies,6767621542903940102,6948992381035252997,Mind = blown 😳🤯 #foodies #lifehacks (via:@succhefful),1617938374,8,https://www.tiktok.com/@foodies/video/6948992381035252997?lang=en,154900,1196,1834,1400000
ashhventure,6921739400641446918,6929302670935084293,Anyone know if this actually works? Seems like it does. #carliving #vanlife #fyp #safetytips,1613354016,13,https://www.tiktok.com/@ashhventure/video/6929302670935084293?lang=en,454500,1494,0,2100000
swagboyq,676286,6959279045435510022,@adinross,1620333423,9,https://www.tiktok.com/@swagboyq/video/6959279045435510022?lang=en,625900,6446,5183,3200000
atlantafalcons,6712948862128636934,6948887576702881030,These kicks are nice 🔥 (via @drippedcustomz) #nfl #sneakers,1617913970,20,https://www.tiktok.com/@atlantafalcons/video/6948887576702881030?lang=en,19200,123,445,115200
peetmontzingo,106265555199795200,6947784517331553541,do i take the bait?!🧐 #cecilhotel,1617657144,33,https://www.tiktok.com/@peetmontzingo/video/6947784517331553541?lang=en,4800000,6695,7130,28100000
alex.stemp,6732539118906049541,6950850110087580934,Reply to @cassandraa_riveraa Update... Dyed the hair blue and did a #photoshoot reveal 👉 @neptvnenoise 👈 @smokybombs #photographyskills,1618370911,29,https://www.tiktok.com/@alex.stemp/video/6950850110087580934?lang=en,88600,138,310,1900000
anacrylics,6771498251486610437,6945590943609326854,(Not my audio) 😳💅🏽 #nails #storytime #fyp #foryoupage #anacrylics #verifyana,1617146414,59,https://www.tiktok.com/@anacrylics/video/6945590943609326854?lang=en,26800,124,423,226900
trentthegoat,166211282570854400,6958878584324754693,I’ll take #5 #whichone #trucks #pickone #greenscreensticker,1620240183,19,https://www.tiktok.com/@trentthegoat/video/6958878584324754693?lang=en,64600,17100,4523,1100000
northeasterner,6904838098921440262,6950588106055748869,Follow me if you like 👍,1618309912,47,https://www.tiktok.com/@northeasterner/video/6950588106055748869?lang=en,20400,92,38,325900
mobilehomesmaster,6809266923034756101,6958860954180324614,The Locust @kcrow24 #Farmhouse in Your #MobileHome or #ModularHome by #JasonG on Your #FYP,1620236078,56,https://www.tiktok.com/@mobilehomesmaster/video/6958860954180324614?lang=en,39300,9352,943,731600
djfabymendesoficial,6758955023524463621,6948937661516090630,Qual a cor da prancha do homem q está subindo? 🤣🤣,1617925632,15,https://www.tiktok.com/@djfabymendesoficial/video/6948937661516090630?lang=en,871600,25500,6420,13000000
drnickcampitelli,6934104815858746374,6950995508097846534,What’s growing on the bottom of this foot? #foryou #fyp #foryoupage #doctorsoftiktok #explore #learnontiktok #health #wellnesshub,1618404763,18,https://www.tiktok.com/@drnickcampitelli/video/6950995508097846534?lang=en,6802,41,61,260900
valentinebrothers,6726532722339300358,6959358755859401989,I’m just proud that he tried them 😊💛 #downsyndrome #brotherlove #food #wholesome,1620351982,16,https://www.tiktok.com/@valentinebrothers/video/6959358755859401989?lang=en,119100,86,253,725900
lasvegas.bartender,6824681271525557253,6945230011259522310,Reply to @moises.nut_777 ADIOS TO MANANA SHOT!! #fyp #foryou  #lasvegasbartender #lasvegas #howto #bartender #lvbdrinks #lit #fypシ #adios #drink,1617062378,49,https://www.tiktok.com/@lasvegas.bartender/video/6945230011259522310?lang=en,8724,122,102,143200
elizabethhthomp,285202690203398144,6953805975631531270,#greenscreenvideo ily @mojorisin #fyp #bestfreind,1619059127,15,https://www.tiktok.com/@elizabethhthomp/video/6953805975631531270?lang=en,885700,27500,59400,2900000
spenceralexisfitness,6762533548248728581,6951879036184382725,Omg 🤤 #fyp #lowcalorie  #weightloss #weightlossjourney #easyrecipe,1618610474,31,https://www.tiktok.com/@spenceralexisfitness/video/6951879036184382725?lang=en,1100000,68600,2040,8600000
reelfoleysound,6905509911246423045,6951377339372637446,Aggressive office chair #reelfoleysound #foleytiktok #foley #asmr #fyp #sound #postproduction #tv #tvshow #hollywood #aggressive #officechair #oops,1618493665,23,https://www.tiktok.com/@reelfoleysound/video/6951377339372637446?lang=en,13500,11,44,379400
tacticaltaz,6792614135554163718,6943447670203747589,doing bad dog shit with @call_of_duty_rex #tacticaltaz #rex #fyp #foryou,1616647399,12,https://www.tiktok.com/@tacticaltaz/video/6943447670203747589?lang=en,1000000,59800,4850,6100000
mainely_beer,6815642949188469766,6953591634160258310,Did you just fucken hit me?                     #usa #Maine #Friends #loveyoubuddy.    #WorthTheWait #OneStepCloser #share,1619009221,19,https://www.tiktok.com/@mainely_beer/video/6953591634160258310?lang=en,3300000,198000,28300,20200000
dominictoliver,7578599,6946296829315140869,Who drives that close! @isabellakunst #couplegoals #shortpeopleproblems,1617310765,36,https://www.tiktok.com/@dominictoliver/video/6946296829315140869?lang=en,165300,878,503,748400
karlaloboo_,6596059624830271493,6949306355404655877,Resultados del video Anterior 🎬  IG: karlaloboo_,1618011476,13,https://www.tiktok.com/@karlaloboo_/video/6949306355404655877?lang=en,47300,111,356,1100000
